grid_id	pair_id	A_local	B_global	seed	lambda_global	n_samples_requested	source	experiment_id	sdf_path	A_complex	B_ligand	fixed_json	fixed_atoms	original_sdf_path	release_sdf_path
18	x0874_x1093	x0874	x1093	4404	100.0	10	reuse_exp04	exp04_x0874_x1093_seed_4404_lambda_100.0	artifacts/phase0_exp04_seed_replicates/x0874_x1093/seed_4404/lambda_100.0/exp04_x0874_x1093_seed_4404_lambda_100.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0874__5REZ_Mpro-x0874_AAR-POS-d2a4d1df-14/5REZ_Mpro-x0874_AAR-POS-d2a4d1df-14_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	data/mpro/manifests/b0_x0874_T54_fixed_atoms.json	C02 C04 C05 C06 C07 C08 C09	artifacts/phase0_exp04_seed_replicates/x0874_x1093/seed_4404/lambda_100.0/exp04_x0874_x1093_seed_4404_lambda_100.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0874_x1093/seed_4404/lambda_100.0/exp04_x0874_x1093_seed_4404_lambda_100.0_n10.sdf
19	x0874_x1093	x0874	x1093	4404	200.0	10	generate_exp06	exp06_x0874_x1093_seed_4404_lambda_200.0	artifacts/phase0_exp06_full_lambda_grid/x0874_x1093/seed_4404/lambda_200.0/exp06_x0874_x1093_seed_4404_lambda_200.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0874__5REZ_Mpro-x0874_AAR-POS-d2a4d1df-14/5REZ_Mpro-x0874_AAR-POS-d2a4d1df-14_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	data/mpro/manifests/b0_x0874_T54_fixed_atoms.json	C02 C04 C05 C06 C07 C08 C09	artifacts/phase0_exp06_full_lambda_grid/x0874_x1093/seed_4404/lambda_200.0/exp06_x0874_x1093_seed_4404_lambda_200.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0874_x1093/seed_4404/lambda_200.0/exp06_x0874_x1093_seed_4404_lambda_200.0_n10.sdf
20	x0874_x1093	x0874	x1093	5505	0.0	10	reuse_exp04	exp04_x0874_x1093_seed_5505_lambda_0.0	artifacts/phase0_exp04_seed_replicates/x0874_x1093/seed_5505/lambda_0.0/exp04_x0874_x1093_seed_5505_lambda_0.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0874__5REZ_Mpro-x0874_AAR-POS-d2a4d1df-14/5REZ_Mpro-x0874_AAR-POS-d2a4d1df-14_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	data/mpro/manifests/b0_x0874_T54_fixed_atoms.json	C02 C04 C05 C06 C07 C08 C09	artifacts/phase0_exp04_seed_replicates/x0874_x1093/seed_5505/lambda_0.0/exp04_x0874_x1093_seed_5505_lambda_0.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0874_x1093/seed_5505/lambda_0.0/exp04_x0874_x1093_seed_5505_lambda_0.0_n10.sdf
21	x0874_x1093	x0874	x1093	5505	20.0	10	generate_exp06	exp06_x0874_x1093_seed_5505_lambda_20.0	artifacts/phase0_exp06_full_lambda_grid/x0874_x1093/seed_5505/lambda_20.0/exp06_x0874_x1093_seed_5505_lambda_20.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0874__5REZ_Mpro-x0874_AAR-POS-d2a4d1df-14/5REZ_Mpro-x0874_AAR-POS-d2a4d1df-14_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	data/mpro/manifests/b0_x0874_T54_fixed_atoms.json	C02 C04 C05 C06 C07 C08 C09	artifacts/phase0_exp06_full_lambda_grid/x0874_x1093/seed_5505/lambda_20.0/exp06_x0874_x1093_seed_5505_lambda_20.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0874_x1093/seed_5505/lambda_20.0/exp06_x0874_x1093_seed_5505_lambda_20.0_n10.sdf
22	x0874_x1093	x0874	x1093	5505	50.0	10	reuse_exp04	exp04_x0874_x1093_seed_5505_lambda_50.0	artifacts/phase0_exp04_seed_replicates/x0874_x1093/seed_5505/lambda_50.0/exp04_x0874_x1093_seed_5505_lambda_50.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0874__5REZ_Mpro-x0874_AAR-POS-d2a4d1df-14/5REZ_Mpro-x0874_AAR-POS-d2a4d1df-14_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	data/mpro/manifests/b0_x0874_T54_fixed_atoms.json	C02 C04 C05 C06 C07 C08 C09	artifacts/phase0_exp04_seed_replicates/x0874_x1093/seed_5505/lambda_50.0/exp04_x0874_x1093_seed_5505_lambda_50.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0874_x1093/seed_5505/lambda_50.0/exp04_x0874_x1093_seed_5505_lambda_50.0_n10.sdf
23	x0874_x1093	x0874	x1093	5505	100.0	10	reuse_exp04	exp04_x0874_x1093_seed_5505_lambda_100.0	artifacts/phase0_exp04_seed_replicates/x0874_x1093/seed_5505/lambda_100.0/exp04_x0874_x1093_seed_5505_lambda_100.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0874__5REZ_Mpro-x0874_AAR-POS-d2a4d1df-14/5REZ_Mpro-x0874_AAR-POS-d2a4d1df-14_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	data/mpro/manifests/b0_x0874_T54_fixed_atoms.json	C02 C04 C05 C06 C07 C08 C09	artifacts/phase0_exp04_seed_replicates/x0874_x1093/seed_5505/lambda_100.0/exp04_x0874_x1093_seed_5505_lambda_100.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0874_x1093/seed_5505/lambda_100.0/exp04_x0874_x1093_seed_5505_lambda_100.0_n10.sdf
24	x0874_x1093	x0874	x1093	5505	200.0	10	generate_exp06	exp06_x0874_x1093_seed_5505_lambda_200.0	artifacts/phase0_exp06_full_lambda_grid/x0874_x1093/seed_5505/lambda_200.0/exp06_x0874_x1093_seed_5505_lambda_200.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0874__5REZ_Mpro-x0874_AAR-POS-d2a4d1df-14/5REZ_Mpro-x0874_AAR-POS-d2a4d1df-14_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	data/mpro/manifests/b0_x0874_T54_fixed_atoms.json	C02 C04 C05 C06 C07 C08 C09	artifacts/phase0_exp06_full_lambda_grid/x0874_x1093/seed_5505/lambda_200.0/exp06_x0874_x1093_seed_5505_lambda_200.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0874_x1093/seed_5505/lambda_200.0/exp06_x0874_x1093_seed_5505_lambda_200.0_n10.sdf
25	x0434_x1093	x0434	x1093	1101	0.0	10	generate_exp06	exp06_x0434_x1093_seed_1101_lambda_0.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_1101/lambda_0.0/exp06_x0434_x1093_seed_1101_lambda_0.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_1101/lambda_0.0/exp06_x0434_x1093_seed_1101_lambda_0.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x1093/seed_1101/lambda_0.0/exp06_x0434_x1093_seed_1101_lambda_0.0_n10.sdf
26	x0434_x1093	x0434	x1093	1101	20.0	10	generate_exp06	exp06_x0434_x1093_seed_1101_lambda_20.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_1101/lambda_20.0/exp06_x0434_x1093_seed_1101_lambda_20.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_1101/lambda_20.0/exp06_x0434_x1093_seed_1101_lambda_20.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x1093/seed_1101/lambda_20.0/exp06_x0434_x1093_seed_1101_lambda_20.0_n10.sdf
27	x0434_x1093	x0434	x1093	1101	50.0	10	generate_exp06	exp06_x0434_x1093_seed_1101_lambda_50.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_1101/lambda_50.0/exp06_x0434_x1093_seed_1101_lambda_50.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_1101/lambda_50.0/exp06_x0434_x1093_seed_1101_lambda_50.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x1093/seed_1101/lambda_50.0/exp06_x0434_x1093_seed_1101_lambda_50.0_n10.sdf
28	x0434_x1093	x0434	x1093	1101	100.0	10	generate_exp06	exp06_x0434_x1093_seed_1101_lambda_100.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_1101/lambda_100.0/exp06_x0434_x1093_seed_1101_lambda_100.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_1101/lambda_100.0/exp06_x0434_x1093_seed_1101_lambda_100.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x1093/seed_1101/lambda_100.0/exp06_x0434_x1093_seed_1101_lambda_100.0_n10.sdf
29	x0434_x1093	x0434	x1093	1101	200.0	10	generate_exp06	exp06_x0434_x1093_seed_1101_lambda_200.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_1101/lambda_200.0/exp06_x0434_x1093_seed_1101_lambda_200.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_1101/lambda_200.0/exp06_x0434_x1093_seed_1101_lambda_200.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x1093/seed_1101/lambda_200.0/exp06_x0434_x1093_seed_1101_lambda_200.0_n10.sdf
30	x0434_x1093	x0434	x1093	2202	0.0	10	generate_exp06	exp06_x0434_x1093_seed_2202_lambda_0.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_2202/lambda_0.0/exp06_x0434_x1093_seed_2202_lambda_0.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_2202/lambda_0.0/exp06_x0434_x1093_seed_2202_lambda_0.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x1093/seed_2202/lambda_0.0/exp06_x0434_x1093_seed_2202_lambda_0.0_n10.sdf
31	x0434_x1093	x0434	x1093	2202	20.0	10	generate_exp06	exp06_x0434_x1093_seed_2202_lambda_20.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_2202/lambda_20.0/exp06_x0434_x1093_seed_2202_lambda_20.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_2202/lambda_20.0/exp06_x0434_x1093_seed_2202_lambda_20.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x1093/seed_2202/lambda_20.0/exp06_x0434_x1093_seed_2202_lambda_20.0_n10.sdf
32	x0434_x1093	x0434	x1093	2202	50.0	10	generate_exp06	exp06_x0434_x1093_seed_2202_lambda_50.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_2202/lambda_50.0/exp06_x0434_x1093_seed_2202_lambda_50.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_2202/lambda_50.0/exp06_x0434_x1093_seed_2202_lambda_50.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x1093/seed_2202/lambda_50.0/exp06_x0434_x1093_seed_2202_lambda_50.0_n10.sdf
33	x0434_x1093	x0434	x1093	2202	100.0	10	generate_exp06	exp06_x0434_x1093_seed_2202_lambda_100.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_2202/lambda_100.0/exp06_x0434_x1093_seed_2202_lambda_100.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_2202/lambda_100.0/exp06_x0434_x1093_seed_2202_lambda_100.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x1093/seed_2202/lambda_100.0/exp06_x0434_x1093_seed_2202_lambda_100.0_n10.sdf
34	x0434_x1093	x0434	x1093	2202	200.0	10	generate_exp06	exp06_x0434_x1093_seed_2202_lambda_200.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_2202/lambda_200.0/exp06_x0434_x1093_seed_2202_lambda_200.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_2202/lambda_200.0/exp06_x0434_x1093_seed_2202_lambda_200.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x1093/seed_2202/lambda_200.0/exp06_x0434_x1093_seed_2202_lambda_200.0_n10.sdf
35	x0434_x1093	x0434	x1093	3303	0.0	10	generate_exp06	exp06_x0434_x1093_seed_3303_lambda_0.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_3303/lambda_0.0/exp06_x0434_x1093_seed_3303_lambda_0.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_3303/lambda_0.0/exp06_x0434_x1093_seed_3303_lambda_0.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x1093/seed_3303/lambda_0.0/exp06_x0434_x1093_seed_3303_lambda_0.0_n10.sdf
36	x0434_x1093	x0434	x1093	3303	20.0	10	generate_exp06	exp06_x0434_x1093_seed_3303_lambda_20.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_3303/lambda_20.0/exp06_x0434_x1093_seed_3303_lambda_20.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_3303/lambda_20.0/exp06_x0434_x1093_seed_3303_lambda_20.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x1093/seed_3303/lambda_20.0/exp06_x0434_x1093_seed_3303_lambda_20.0_n10.sdf
