grid_id	pair_id	A_local	B_global	seed	lambda_global	n_samples_requested	source	experiment_id	sdf_path	A_complex	B_ligand	fixed_json	fixed_atoms	original_sdf_path	release_sdf_path
55	x0434_x2193	x0434	x2193	2202	0.0	10	canonical_shared_x0434_lambda0	exp06_x0434_x2193_seed_2202_lambda_0.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_2202/lambda_0.0/exp06_x0434_x1093_seed_2202_lambda_0.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_2202/lambda_0.0/exp06_x0434_x1093_seed_2202_lambda_0.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_2202/lambda_0.0/exp06_x0434_x1093_seed_2202_lambda_0.0_n10.sdf
56	x0434_x2193	x0434	x2193	2202	20.0	10	generate_exp06	exp06_x0434_x2193_seed_2202_lambda_20.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_2202/lambda_20.0/exp06_x0434_x2193_seed_2202_lambda_20.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_2202/lambda_20.0/exp06_x0434_x2193_seed_2202_lambda_20.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_2202/lambda_20.0/exp06_x0434_x2193_seed_2202_lambda_20.0_n10.sdf
57	x0434_x2193	x0434	x2193	2202	50.0	10	generate_exp06	exp06_x0434_x2193_seed_2202_lambda_50.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_2202/lambda_50.0/exp06_x0434_x2193_seed_2202_lambda_50.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_2202/lambda_50.0/exp06_x0434_x2193_seed_2202_lambda_50.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_2202/lambda_50.0/exp06_x0434_x2193_seed_2202_lambda_50.0_n10.sdf
58	x0434_x2193	x0434	x2193	2202	100.0	10	generate_exp06	exp06_x0434_x2193_seed_2202_lambda_100.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_2202/lambda_100.0/exp06_x0434_x2193_seed_2202_lambda_100.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_2202/lambda_100.0/exp06_x0434_x2193_seed_2202_lambda_100.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_2202/lambda_100.0/exp06_x0434_x2193_seed_2202_lambda_100.0_n10.sdf
59	x0434_x2193	x0434	x2193	2202	200.0	10	generate_exp06	exp06_x0434_x2193_seed_2202_lambda_200.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_2202/lambda_200.0/exp06_x0434_x2193_seed_2202_lambda_200.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_2202/lambda_200.0/exp06_x0434_x2193_seed_2202_lambda_200.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_2202/lambda_200.0/exp06_x0434_x2193_seed_2202_lambda_200.0_n10.sdf
60	x0434_x2193	x0434	x2193	3303	0.0	10	canonical_shared_x0434_lambda0	exp06_x0434_x2193_seed_3303_lambda_0.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_3303/lambda_0.0/exp06_x0434_x1093_seed_3303_lambda_0.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_3303/lambda_0.0/exp06_x0434_x1093_seed_3303_lambda_0.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_3303/lambda_0.0/exp06_x0434_x1093_seed_3303_lambda_0.0_n10.sdf
61	x0434_x2193	x0434	x2193	3303	20.0	10	generate_exp06	exp06_x0434_x2193_seed_3303_lambda_20.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_3303/lambda_20.0/exp06_x0434_x2193_seed_3303_lambda_20.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_3303/lambda_20.0/exp06_x0434_x2193_seed_3303_lambda_20.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_3303/lambda_20.0/exp06_x0434_x2193_seed_3303_lambda_20.0_n10.sdf
62	x0434_x2193	x0434	x2193	3303	50.0	10	generate_exp06	exp06_x0434_x2193_seed_3303_lambda_50.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_3303/lambda_50.0/exp06_x0434_x2193_seed_3303_lambda_50.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_3303/lambda_50.0/exp06_x0434_x2193_seed_3303_lambda_50.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_3303/lambda_50.0/exp06_x0434_x2193_seed_3303_lambda_50.0_n10.sdf
63	x0434_x2193	x0434	x2193	3303	100.0	10	generate_exp06	exp06_x0434_x2193_seed_3303_lambda_100.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_3303/lambda_100.0/exp06_x0434_x2193_seed_3303_lambda_100.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_3303/lambda_100.0/exp06_x0434_x2193_seed_3303_lambda_100.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_3303/lambda_100.0/exp06_x0434_x2193_seed_3303_lambda_100.0_n10.sdf
64	x0434_x2193	x0434	x2193	3303	200.0	10	generate_exp06	exp06_x0434_x2193_seed_3303_lambda_200.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_3303/lambda_200.0/exp06_x0434_x2193_seed_3303_lambda_200.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_3303/lambda_200.0/exp06_x0434_x2193_seed_3303_lambda_200.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_3303/lambda_200.0/exp06_x0434_x2193_seed_3303_lambda_200.0_n10.sdf
65	x0434_x2193	x0434	x2193	4404	0.0	10	canonical_shared_x0434_lambda0	exp06_x0434_x2193_seed_4404_lambda_0.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_4404/lambda_0.0/exp06_x0434_x1093_seed_4404_lambda_0.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_4404/lambda_0.0/exp06_x0434_x1093_seed_4404_lambda_0.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_4404/lambda_0.0/exp06_x0434_x1093_seed_4404_lambda_0.0_n10.sdf
66	x0434_x2193	x0434	x2193	4404	20.0	10	generate_exp06	exp06_x0434_x2193_seed_4404_lambda_20.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_4404/lambda_20.0/exp06_x0434_x2193_seed_4404_lambda_20.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_4404/lambda_20.0/exp06_x0434_x2193_seed_4404_lambda_20.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_4404/lambda_20.0/exp06_x0434_x2193_seed_4404_lambda_20.0_n10.sdf
67	x0434_x2193	x0434	x2193	4404	50.0	10	generate_exp06	exp06_x0434_x2193_seed_4404_lambda_50.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_4404/lambda_50.0/exp06_x0434_x2193_seed_4404_lambda_50.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_4404/lambda_50.0/exp06_x0434_x2193_seed_4404_lambda_50.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_4404/lambda_50.0/exp06_x0434_x2193_seed_4404_lambda_50.0_n10.sdf
68	x0434_x2193	x0434	x2193	4404	100.0	10	generate_exp06	exp06_x0434_x2193_seed_4404_lambda_100.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_4404/lambda_100.0/exp06_x0434_x2193_seed_4404_lambda_100.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_4404/lambda_100.0/exp06_x0434_x2193_seed_4404_lambda_100.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_4404/lambda_100.0/exp06_x0434_x2193_seed_4404_lambda_100.0_n10.sdf
69	x0434_x2193	x0434	x2193	4404	200.0	10	generate_exp06	exp06_x0434_x2193_seed_4404_lambda_200.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_4404/lambda_200.0/exp06_x0434_x2193_seed_4404_lambda_200.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_4404/lambda_200.0/exp06_x0434_x2193_seed_4404_lambda_200.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_4404/lambda_200.0/exp06_x0434_x2193_seed_4404_lambda_200.0_n10.sdf
70	x0434_x2193	x0434	x2193	5505	0.0	10	canonical_shared_x0434_lambda0	exp06_x0434_x2193_seed_5505_lambda_0.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_5505/lambda_0.0/exp06_x0434_x1093_seed_5505_lambda_0.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x1093/seed_5505/lambda_0.0/exp06_x0434_x1093_seed_5505_lambda_0.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_5505/lambda_0.0/exp06_x0434_x1093_seed_5505_lambda_0.0_n10.sdf
71	x0434_x2193	x0434	x2193	5505	20.0	10	generate_exp06	exp06_x0434_x2193_seed_5505_lambda_20.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_5505/lambda_20.0/exp06_x0434_x2193_seed_5505_lambda_20.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_5505/lambda_20.0/exp06_x0434_x2193_seed_5505_lambda_20.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_5505/lambda_20.0/exp06_x0434_x2193_seed_5505_lambda_20.0_n10.sdf
72	x0434_x2193	x0434	x2193	5505	50.0	10	generate_exp06	exp06_x0434_x2193_seed_5505_lambda_50.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_5505/lambda_50.0/exp06_x0434_x2193_seed_5505_lambda_50.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_5505/lambda_50.0/exp06_x0434_x2193_seed_5505_lambda_50.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_5505/lambda_50.0/exp06_x0434_x2193_seed_5505_lambda_50.0_n10.sdf
73	x0434_x2193	x0434	x2193	5505	100.0	10	generate_exp06	exp06_x0434_x2193_seed_5505_lambda_100.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_5505/lambda_100.0/exp06_x0434_x2193_seed_5505_lambda_100.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_5505/lambda_100.0/exp06_x0434_x2193_seed_5505_lambda_100.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_5505/lambda_100.0/exp06_x0434_x2193_seed_5505_lambda_100.0_n10.sdf
74	x0434_x2193	x0434	x2193	5505	200.0	10	generate_exp06	exp06_x0434_x2193_seed_5505_lambda_200.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_5505/lambda_200.0/exp06_x0434_x2193_seed_5505_lambda_200.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_5505/lambda_200.0/exp06_x0434_x2193_seed_5505_lambda_200.0_n10.sdf	artifacts/releases/exp06_canonical_2026-06-12/generated/x0434_x2193/seed_5505/lambda_200.0/exp06_x0434_x2193_seed_5505_lambda_200.0_n10.sdf
